flight_id,flight_date,month,day_of_week,airline_code,airline_name,origin,destination,scheduled_departure,scheduled_arrival,departure_delay,arrival_delay,cancelled,cancellation_code,cancellation_reason,diverted,distance,air_time,on_time
1201,2023-01-11,1,Wednesday,WN,Southwest Airlines,PHX,DFW,22:15,00:45,,,1,A,Carrier,0,868,,Cancelled
1202,2023-07-19,7,Wednesday,DL,Delta Air Lines,IAH,ORD,15:15,17:55,,,1,A,Carrier,0,925,,Cancelled
1203,2023-04-16,4,Sunday,NK,Spirit Airlines,DFW,LAX,17:15,20:30,2.0,-15.0,0,,,0,1235,189.0,Yes
1204,2023-10-18,10,Wednesday,NK,Spirit Airlines,BOS,ORD,07:00,09:35,999.0,-14.0,0,,,0,851,157.0,Yes
1205,2023-09-17,9,Sunday,NK,Spirit Airlines,ORD,DFW,14:15,16:45,-7.0,-6.0,0,,,0,802,146.0,Yes
1206,2023-07-16,7,Sunday,UA,United Airlines,ATL,ORD,12:45,14:55,35.0,32.0,0,,,0,606,141.0,No
1207,2023-04-09,4,Sunday,WN,southwest airlines,SFO,JFK,20:00,01:40,20.0,24.0,0,,,0,2586,343.0,No
1208,2023-05-15,5,Monday,UA,United Airlines,LAS,LAX,14:00,15:05,-7.0,-3.0,0,,,0,236,67.0,Yes
1209,2023-02-14,2,Tuesday,AA,American Airlines,JFK,MIA,21:45,00:40,,56.0,0,,,0,1090,188.0,No
1210,2023-03-21,3,Tuesday,AA,American Airlines,LAX,JFK,16:00,21:30,-3.0,-5.0,0,,,0,2475,339.0,Yes
1211,2023-08-06,8,Sunday,AA,American Airlines,ATL,LAX,22:45,04:00,-8.0,0.0,0,,,0,1946,313.0,Yes
1212,2023-12-16,12,Saturday,F9,Frontier Airlines,LAX,JFK,20:30,02:00,13.0,8.0,0,,,0,2475,337.0,Yes
1213,2023-04-12,4,Wednesday,WN,Southwest Airlines,SFO,JFK,07:15,12:55,5.0,-4.0,0,,,0,2586,354.0,Yes
1214,2023-01-06,1,Friday,AS,Alaska Airlines,ORD,DFW,21:15,23:45,3.0,-12.0,0,,,0,802,143.0,Yes
1215,2023-12-21,12,Thursday,NK,Spirit Airlines,ATL,ORD,09:45,11:55,24.0,,0,,,0,606,143.0,
1216,2023-02-24,2,Friday,UA,United Airlines,BOS,JFK,10:00,11:00,0.0,1.0,0,,,0,187,69.0,Yes
1217,2023-06-20,6,Tuesday,UA,United Airlines,DFW,LAX,22:30,01:45,0.0,2.0,0,,,0,1235,204.0,Yes
1218,2023-07-23,7,Sunday,UA,United Airlines,DEN,ORD,16:00,18:40,3.0,2.0,0,,,0,920,175.0,Yes
1219,2023-09-09,9,Saturday,UA,United Airlines,MCO,ATL,10:00,11:40,-9.0,-4.0,0,,,0,404,111.0,Yes
1220,2023-12-13,12,Wednesday,B6,JetBlue Airways,ATL,ORD,18:45,20:55,0.0,2.0,0,,,0,606,126.0,Yes
1221,2023-07-24,7,Monday,AS,Alaska Airlines,BOS,JFK,12:15,13:15,12.0,9.0,0,,,0,187,66.0,Yes
1222,2023-06-23,6,Friday,AA,American Airlines,LAS,LAX,10:00,11:05,40.0,59.0,0,,,0,236,76.0,No
1223,2023-01-26,1,Thursday,UA,United Airlines,DEN,ORD,22:15,00:55,-8.0,-4.0,0,,,0,920,160.0,Yes
1224,2023-09-12,9,Tuesday,AA,American Airlines,ORD,DFW,20:15,22:45,-3.0,-14.0,0,,,0,802,165.0,Yes
1225,2023-11-17,11,Friday,AS,Alaska Airlines,DEN,ORD,20:45,23:25,,,1,C,National Air System,0,920,,Cancelled
1226,2023-03-22,3,Wednesday,AA,American Airlines,LAX,JFK,12:45,18:15,38.0,55.0,0,,,0,2475,333.0,No
1227,2023-01-06,1,Friday,DL,delta air lines,LAX,JFK,14:00,19:30,13.0,21.0,0,,,0,2475,333.0,No
1228,2023-05-17,5,Wednesday,AA,American Airlines,LAX,JFK,09:30,15:00,-8.0,-6.0,0,,,0,2475,332.0,Yes
1229,2023-04-22,4,Saturday,B6,JetBlue Airways,DFW,LAX,17:00,20:15,,-14.0,0,,,0,1235,202.0,Yes
1230,2023-12-21,12,Thursday,WN,Southwest Airlines,MSP,ATL,22:15,00:50,15.0,18.0,0,,,0,907,170.0,No
1231,2023-09-03,9,Sunday,DL,Delta Air Lines,MCO,ATL,14:00,15:40,0.0,-4.0,0,,,0,404,93.0,Yes
1232,2023-07-12,7,Wednesday,UA,United Airlines,BOS,JFK,16:45,17:45,20.0,22.0,0,,,0,187,58.0,No
1233,2023-07-04,7,Tuesday,B6,JETBLUE AIRWAYS,MIA,LAX,11:00,16:55,-6.0,2.0,0,,,0,2757,365.0,Yes
1234,2023-03-02,3,Thursday,NK,Spirit Airlines,BOS,JFK,14:45,15:45,20.0,22.0,0,,,0,-187,59.0,No
1235,2023-02-15,2,Wednesday,UA,united airlines,DEN,ORD,11:15,13:55,-6.0,0.0,0,,,0,920,174.0,Yes
1236,2023-06-15,6,Thursday,AS,Alaska Airlines,IAH,ORD,07:00,09:40,31.0,42.0,0,,,0,925,173.0,No
1237,2023-03-13,3,Monday,DL,Delta Air Lines,DEN,ORD,13:45,16:25,5.0,,0,,,0,920,154.0,
1238,2023-06-26,6,Monday,DL,Delta Air Lines,SEA,SFO,16:00,18:10,-4.0,3.0,0,,,0,679,120.0,Yes
1239,2023-02-09,2,Thursday,UA,United Airlines,ATL,ORD,11:45,13:55,-10.0,-6.0,0,,,0,606,139.0,Yes
1240,2023-09-17,9,Sunday,UA,United Airlines,ATL,DFW,14:15,16:35,4.0,4.0,0,,,0,732,142.0,Yes
1241,2023-06-20,6,Tuesday,DL,Delta Air Lines,JFK,MIA,07:00,09:55,-10.0,5.0,0,,,0,1090,166.0,Yes
1242,2023-02-09,2,Thursday,DL,Delta Air Lines,MSP,ATL,21:15,23:50,30.0,42.0,0,,,0,907,167.0,No
1243,2023-05-04,5,Thursday,AS,Alaska Airlines,MSP,ATL,10:45,13:20,3.0,3.0,0,,,0,907,166.0,Yes
1244,2023-04-19,4,Wednesday,F9,Frontier Airlines,BOS,ORD,17:45,20:20,-7.0,-8.0,0,,,0,851,150.0,Yes
1245,2023-05-21,5,Sunday,AA,American Airlines,JFK,MIA,06:00,08:55,3.0,-13.0,0,,,0,1090,167.0,Yes
1246,2023-08-16,8,Wednesday,AA,American Airlines,JFK,MIA,20:00,22:55,-1.0,-9.0,0,,,0,1090,181.0,Yes
1247,2023-10-13,10,Friday,DL,Delta Air Lines,BOS,ORD,17:45,20:20,22.0,40.0,0,,,0,851,162.0,No
1248,2023-12-13,12,Wednesday,WN,Southwest Airlines,SFO,JFK,06:30,12:10,-8.0,1.0,0,,,0,2586,355.0,Yes
1249,2023-06-25,6,Sunday,NK,Spirit Airlines,BOS,JFK,13:30,14:30,27.0,40.0,0,,,0,187,58.0,No
1250,2023-07-01,7,Saturday,AS,Alaska Airlines,DEN,ORD,14:15,16:55,0.0,-13.0,0,,,0,920,160.0,Yes
1251,2023-03-24,3,Friday,F9,Frontier Airlines,DEN,LAX,13:30,16:05,8.0,22.0,0,,,0,862,148.0,No
1252,2023-05-20,5,Saturday,AA,American Airlines,MIA,LAX,16:45,22:40,-2.0,0.0,0,,,0,2757,361.0,Yes
1253,2023-05-13,5,Saturday,AA,American Airlines,DEN,ORD,11:45,14:25,4.0,,0,,,0,920,156.0,
1254,2023-08-11,8,Friday,B6,JetBlue Airways,MIA,LAX,17:15,23:10,36.0,55.0,0,,,0,2757,353.0,No
1255,2023-06-28,6,Wednesday,WN,Southwest Airlines,SEA,LAX,18:15,21:00,-6.0,0.0,0,,,0,954,170.0,Yes
1256,2023-12-19,12,Tuesday,B6,JetBlue Airways,SEA,LAX,07:45,10:30,39.0,42.0,0,,,0,954,169.0,No
1257,2023-05-28,5,Sunday,NK,Spirit Airlines,ORD,DFW,12:15,14:45,26.0,42.0,0,,,0,802,154.0,No
1258,2023-08-20,8,Sunday,AS,Alaska Airlines,MSP,ATL,18:00,20:35,,,1,A,Carrier,0,907,,Cancelled
1259,2023-12-15,12,Friday,NK,Spirit Airlines,BOS,ORD,17:45,20:20,52.0,51.0,0,,,0,851,168.0,No
1260,2023-10-13,10,Friday,AA,American Airlines,ATL,LAX,22:00,03:15,-8.0,5.0,0,,,0,1946,312.0,Yes
1261,2023-12-16,12,Saturday,AS,Alaska Airlines,LAS,LAX,20:30,21:35,25.0,37.0,0,,,0,236,75.0,No
1262,2023-03-26,3,Sunday,F9,frontier airlines,SEA,LAX,08:45,11:30,,32.0,0,,,0,954,179.0,No
1263,2023-01-25,1,Wednesday,F9,Frontier Airlines,MCO,ATL,19:30,21:10,1.0,-9.0,0,,,0,404,102.0,Yes
1264,2023-10-26,10,Thursday,WN,Southwest Airlines,DEN,ORD,14:30,17:10,-2.0,-2.0,0,,,0,920,154.0,Yes
1265,2023-01-18,1,Wednesday,AA,American Airlines,DFW,LAX,06:15,09:30,16.0,,0,,,0,1235,187.0,
1266,2023-04-03,4,Monday,F9,Frontier Airlines,ATL,ORD,10:00,12:10,9.0,19.0,0,,,0,606,128.0,No
1267,2023-10-02,10,Monday,F9,Frontier Airlines,SEA,SFO,12:45,14:55,13.0,14.0,0,,,0,679,129.0,Yes
1268,2023-03-12,3,Sunday,F9,FRONTIER AIRLINES,MCO,ATL,07:15,08:55,,13.0,0,,,0,404,108.0,Yes
1269,2023-02-12,2,Sunday,F9,Frontier Airlines,ATL,DFW,08:15,10:35,45.0,50.0,0,,,0,732,150.0,No
1270,2023-11-21,11,Tuesday,AS,Alaska Airlines,SEA,LAX,17:45,20:30,10.0,16.0,0,,,0,954,156.0,No
1271,2023-10-15,10,Sunday,AS,Alaska Airlines,LAS,LAX,14:15,15:20,,,1,A,Carrier,0,-236,,Cancelled
1272,2023-12-01,12,Friday,NK,Spirit Airlines,JFK,MIA,17:15,20:10,33.0,40.0,0,,,0,1090,189.0,No
1273,2023-11-05,11,Sunday,DL,delta air lines,ATL,ORD,11:00,13:10,-7.0,-14.0,0,,,0,606,141.0,Yes
1274,2023-08-16,8,Wednesday,AA,American Airlines,DEN,LAX,08:45,11:20,56.0,74.0,0,,,0,862,156.0,No
1275,2023-07-04,7,Tuesday,DL,Delta Air Lines,DEN,LAX,09:15,11:50,13.0,29.0,0,,,0,862,150.0,No
1276,2023-02-26,2,Sunday,NK,Spirit Airlines,ORD,DFW,11:45,14:15,4.0,-4.0,0,,,0,802,150.0,Yes
1277,2023-10-18,10,Wednesday,WN,southwest airlines,IAH,ORD,14:30,17:10,2.0,-15.0,0,,,0,925,169.0,Yes
1278,2023-10-27,10,Friday,AS,Alaska Airlines,ATL,LAX,14:15,19:30,-6.0,-11.0,0,,,0,1946,312.0,Yes
1279,2023-02-16,2,Thursday,AS,Alaska Airlines,MIA,LAX,09:30,15:25,,,1,C,National Air System,0,2757,,Cancelled
1280,2023-12-28,12,Thursday,NK,Spirit Airlines,MSP,ATL,09:15,11:50,-10.0,5.0,0,,,0,907,154.0,Yes
1281,2023-10-20,10,Friday,NK,Spirit Airlines,SFO,JFK,22:00,03:40,20.0,19.0,0,,,0,2586,348.0,No
1282,2023-07-07,7,Friday,UA,United Airlines,MIA,LAX,21:45,03:40,38.0,56.0,0,,,0,2757,353.0,No
1283,2023-04-12,4,Wednesday,AS,Alaska Airlines,DEN,LAX,06:30,09:05,4.0,4.0,0,,,0,862,152.0,Yes
1284,2023-01-11,1,Wednesday,UA,United Airlines,MCO,ATL,09:30,11:10,10.0,28.0,0,,,0,404,106.0,No
1285,2023-12-22,12,Friday,NK,Spirit Airlines,BOS,JFK,22:00,23:00,6.0,26.0,0,,,0,187,64.0,No
1286,2023-04-28,4,Friday,DL,Delta Air Lines,ATL,LAX,18:15,23:30,-7.0,-5.0,0,,,0,1946,307.0,Yes
1287,2023-06-13,6,Tuesday,B6,JetBlue Airways,LAS,LAX,11:00,12:05,17.0,21.0,0,,,0,236,71.0,No
1288,2023-02-11,2,Saturday,B6,JetBlue Airways,SEA,SFO,18:15,20:25,15.0,29.0,0,,,0,679,133.0,No
1289,2023-07-18,7,Tuesday,WN,Southwest Airlines,DFW,LAX,12:15,15:30,-6.0,-2.0,0,,,0,1235,189.0,Yes
1290,2023-11-05,11,Sunday,UA,United Airlines,LAS,LAX,06:30,07:35,3.0,-6.0,0,,,0,236,75.0,Yes
1291,2023-07-20,7,Thursday,B6,JetBlue Airways,ATL,DFW,13:15,15:35,55.0,72.0,0,,,0,732,149.0,No
1292,2023-06-25,6,Sunday,WN,Southwest Airlines,ATL,ORD,06:30,08:40,44.0,45.0,0,,,0,606,134.0,No
1293,2023-10-27,10,Friday,AA,American Airlines,ATL,DFW,18:30,20:50,-9.0,1.0,0,,,0,732,131.0,Yes
1294,2023-04-15,4,Saturday,AA,American Airlines,DEN,LAX,18:30,21:05,-5.0,-2.0,0,,,0,862,167.0,Yes
1295,2023-06-11,6,Sunday,UA,United Airlines,IAH,ORD,20:00,22:40,-4.0,-1.0,0,,,0,925,170.0,Yes
1296,2023-07-23,7,Sunday,AS,Alaska Airlines,LAX,JFK,18:15,23:45,-5.0,-5.0,0,,,0,2475,324.0,Yes
1297,2023-08-06,8,Sunday,F9,Frontier Airlines,MCO,ATL,09:15,10:55,,46.0,0,,,0,404,105.0,No
1298,2023-06-15,6,Thursday,F9,Frontier Airlines,SFO,JFK,08:00,13:40,-4.0,-14.0,0,,,0,2586,341.0,Yes
1299,2023-06-06,6,Tuesday,AA,American Airlines,ORD,DFW,11:30,14:00,-5.0,-1.0,0,,,0,802,141.0,Yes
1300,2023-06-05,6,Monday,DL,Delta Air Lines,MCO,ATL,09:30,11:10,-4.0,-9.0,0,,,0,404,113.0,Yes
1301,2023-08-28,8,Monday,B6,JetBlue Airways,MSP,ATL,16:30,19:05,1.0,-11.0,0,,,0,907,168.0,Yes
1302,2023-01-15,1,Sunday,AA,American Airlines,ORD,DFW,09:15,11:45,3.0,-14.0,0,,,0,802,160.0,Yes
1303,2023-02-22,2,Wednesday,AS,ALASKA AIRLINES,ATL,LAX,16:30,21:45,-10.0,-10.0,0,,,0,1946,326.0,Yes
1304,2023-12-11,12,Monday,F9,Frontier Airlines,SEA,LAX,20:45,23:30,80.0,84.0,0,,,0,954,172.0,No
1305,2023-11-01,11,Wednesday,UA,United Airlines,BOS,ORD,16:45,19:20,2.0,-10.0,0,,,0,851,169.0,Yes
1306,2023-11-10,11,Friday,AS,Alaska Airlines,SFO,JFK,12:30,18:10,-9.0,-9.0,0,,,0,2586,330.0,Yes
1307,2023-02-25,2,Saturday,B6,JetBlue Airways,LAS,LAX,09:15,10:20,47.0,64.0,0,,,0,236,64.0,No
1308,2023-07-25,7,Tuesday,B6,JetBlue Airways,ATL,LAX,15:15,20:30,9.0,21.0,0,,,0,1946,308.0,No
1309,2023-04-09,4,Sunday,AS,Alaska Airlines,SEA,LAX,10:30,13:15,27.0,41.0,0,,,0,954,156.0,No
1310,2023-12-19,12,Tuesday,UA,United Airlines,ATL,DFW,20:30,22:50,-8.0,-1.0,0,,,0,732,155.0,Yes
1311,2023-02-28,2,Tuesday,WN,Southwest Airlines,SEA,SFO,14:30,16:40,0.0,-5.0,0,,,0,679,135.0,Yes
1312,2023-11-23,11,Thursday,DL,Delta Air Lines,IAH,ORD,09:30,12:10,12.0,24.0,0,,,0,925,157.0,No
1313,2023-07-26,7,Wednesday,NK,Spirit Airlines,MSP,ATL,16:15,18:50,5.0,-12.0,0,,,0,907,162.0,Yes
1314,2023-06-21,6,Wednesday,NK,Spirit Airlines,LAS,LAX,07:00,08:05,59.0,,0,,,0,236,59.0,
1315,2023-07-26,7,Wednesday,AS,Alaska Airlines,MCO,ATL,15:45,17:25,,3.0,0,,,0,404,102.0,Yes
1316,2023-11-12,11,Sunday,AA,American Airlines,SEA,LAX,09:30,12:15,45.0,58.0,0,,,0,954,167.0,No
1317,2023-02-10,2,Friday,AS,Alaska Airlines,MSP,ATL,10:15,12:50,,,1,B,Weather,0,907,,Cancelled
1318,2023-02-21,2,Tuesday,UA,United Airlines,LAX,JFK,19:45,01:15,3.0,4.0,0,,,0,-2475,337.0,Yes
1319,2023-03-14,3,Tuesday,WN,Southwest Airlines,DEN,ORD,17:00,19:40,1.0,-12.0,0,,,0,920,152.0,Yes
1320,2023-12-20,12,Wednesday,DL,Delta Air Lines,DEN,ORD,08:15,10:55,-8.0,5.0,0,,,0,920,169.0,Yes
1321,2023-05-26,5,Friday,AS,Alaska Airlines,MSP,ATL,15:30,18:05,-1.0,3.0,0,,,0,907,163.0,Yes
1322,2023-07-03,7,Monday,DL,Delta Air Lines,DFW,LAX,14:30,17:45,,22.0,0,,,0,1235,190.0,No
1323,2023-02-26,2,Sunday,WN,Southwest Airlines,MIA,LAX,22:00,03:55,5.0,19.0,0,,,0,2757,360.0,No
1324,2023-08-09,8,Wednesday,AS,Alaska Airlines,ATL,ORD,09:00,11:10,-1.0,0.0,0,,,0,606,137.0,Yes
1325,2023-05-22,5,Monday,B6,JetBlue Airways,SFO,JFK,16:00,21:40,1.0,-2.0,0,,,0,2586,338.0,Yes
1326,2023-10-07,10,Saturday,WN,Southwest Airlines,BOS,JFK,22:30,23:30,,,0,,,0,187,52.0,
1327,2023-03-02,3,Thursday,B6,JetBlue Airways,BOS,ORD,06:00,08:35,,,1,B,Weather,0,851,,Cancelled
1328,2023-12-20,12,Wednesday,DL,Delta Air Lines,LAX,JFK,10:45,16:15,-5.0,-12.0,0,,,0,2475,334.0,Yes
1329,2023-02-25,2,Saturday,AS,Alaska Airlines,BOS,ORD,08:30,11:05,11.0,7.0,0,,,0,851,150.0,Yes
1330,2023-10-14,10,Saturday,UA,United Airlines,SEA,LAX,12:00,14:45,-7.0,-14.0,0,,,0,-954,163.0,Yes
1331,2023-02-23,2,Thursday,NK,spirit airlines,BOS,ORD,16:45,19:20,32.0,42.0,0,,,0,851,168.0,No
1332,2023-07-18,7,Tuesday,F9,Frontier Airlines,ORD,DFW,17:30,20:00,62.0,77.0,0,,,0,802,150.0,No
1333,2023-04-23,4,Sunday,NK,Spirit Airlines,DEN,LAX,18:00,20:35,51.0,66.0,0,,,0,862,146.0,No
1334,2023-07-27,7,Thursday,B6,JETBLUE AIRWAYS,MIA,LAX,20:00,01:55,,,1,A,Carrier,0,2757,,Cancelled
1335,2023-02-24,2,Friday,F9,Frontier Airlines,SEA,LAX,13:00,15:45,,,1,A,Carrier,0,954,,Cancelled
1336,2023-02-21,2,Tuesday,UA,United Airlines,ATL,LAX,07:30,12:45,10.0,10.0,0,,,0,1946,308.0,Yes
1337,2023-02-22,2,Wednesday,NK,Spirit Airlines,LAS,LAX,10:30,11:35,-9.0,3.0,0,,,0,236,63.0,Yes
1338,2023-02-26,2,Sunday,AA,American Airlines,DFW,LAX,18:15,21:30,,,1,B,Weather,0,1235,,Cancelled
1339,2023-09-26,9,Tuesday,B6,JetBlue Airways,MSP,ATL,21:15,23:50,4.0,-2.0,0,,,0,907,167.0,Yes
1340,2023-01-18,1,Wednesday,AS,Alaska Airlines,MSP,ATL,13:15,15:50,-7.0,4.0,0,,,0,907,162.0,Yes
1341,2023-06-06,6,Tuesday,UA,United Airlines,MIA,LAX,11:00,16:55,,,1,A,Carrier,0,2757,,Cancelled
1342,2023-02-24,2,Friday,F9,Frontier Airlines,ATL,ORD,07:15,09:25,34.0,32.0,0,,,0,606,134.0,No
1343,2023-02-08,2,Wednesday,AS,Alaska Airlines,SEA,SFO,19:15,21:25,18.0,31.0,0,,,0,679,124.0,No
1344,2023-03-11,3,Saturday,AS,Alaska Airlines,BOS,ORD,10:00,12:35,8.0,6.0,0,,,0,851,150.0,Yes
1345,2023-07-28,7,Friday,UA,United Airlines,BOS,JFK,13:00,14:00,-4.0,3.0,0,,,0,187,50.0,Yes
1346,2023-12-01,12,Friday,UA,UNITED AIRLINES,BOS,JFK,19:00,20:00,,,1,B,Weather,0,187,,Cancelled
1347,2023-06-16,6,Friday,F9,FRONTIER AIRLINES,ORD,DFW,13:00,15:30,15.0,23.0,0,,,0,802,149.0,No
1348,2023-10-19,10,Thursday,F9,Frontier Airlines,BOS,JFK,06:45,07:45,22.0,29.0,0,,,0,187,70.0,No
1349,2023-06-25,6,Sunday,AA,American Airlines,MCO,ATL,14:15,15:55,72.0,77.0,0,,,0,404,111.0,No
1350,2023-09-25,9,Monday,DL,Delta Air Lines,SEA,LAX,12:15,15:00,-7.0,5.0,0,,,0,954,173.0,Yes
1351,2023-01-03,1,Tuesday,NK,Spirit Airlines,BOS,ORD,17:30,20:05,27.0,25.0,0,,,0,851,162.0,No
1352,2023-12-15,12,Friday,DL,Delta Air Lines,DEN,LAX,08:00,10:35,16.0,14.0,0,,,0,862,149.0,Yes
1353,2023-05-14,5,Sunday,UA,United Airlines,MIA,LAX,20:00,01:55,32.0,52.0,0,,,0,2757,365.0,No
1354,2023-04-19,4,Wednesday,F9,Frontier Airlines,SFO,JFK,10:30,16:10,19.0,25.0,0,,,0,2586,331.0,No
1355,2023-11-23,11,Thursday,UA,United Airlines,JFK,MIA,10:15,13:10,59.0,72.0,0,,,0,1090,170.0,No
1356,2023-04-04,4,Tuesday,UA,United Airlines,SEA,LAX,06:45,09:30,4.0,-5.0,0,,,0,954,172.0,Yes
1357,2023-10-15,10,Sunday,UA,United Airlines,BOS,JFK,16:00,17:00,-6.0,,0,,,0,187,69.0,
1358,2023-03-01,3,Wednesday,WN,Southwest Airlines,BOS,ORD,08:45,11:20,2.0,-9.0,0,,,0,851,161.0,Yes
1359,2023-04-12,4,Wednesday,AS,Alaska Airlines,ATL,LAX,17:30,22:45,-8.0,-9.0,0,,,0,1946,318.0,Yes
1360,2023-08-03,8,Thursday,UA,United Airlines,BOS,JFK,10:15,11:15,0.0,-13.0,0,,,0,187,62.0,Yes
1361,2023-02-27,2,Monday,UA,United Airlines,DEN,LAX,18:30,21:05,96.0,100.0,0,,,0,862,162.0,No
1362,2023-08-22,8,Tuesday,F9,Frontier Airlines,ORD,DFW,15:45,18:15,-3.0,-15.0,0,,,0,802,142.0,Yes
1363,2023-07-24,7,Monday,DL,Delta Air Lines,PHX,DFW,06:30,09:00,10.0,19.0,0,,,0,868,145.0,No
1364,2023-03-25,3,Saturday,DL,Delta Air Lines,DEN,ORD,11:00,13:40,19.0,24.0,0,,,0,920,159.0,No
1365,2023-04-12,4,Wednesday,UA,United Airlines,DEN,ORD,21:45,00:25,-7.0,-9.0,0,,,0,920,156.0,Yes
1366,2023-06-03,6,Saturday,DL,Delta Air Lines,MSP,ATL,09:15,11:50,-1.0,-4.0,0,,,0,907,164.0,Yes
1367,2023-09-08,9,Friday,UA,UNITED AIRLINES,DFW,LAX,15:15,18:30,3.0,-12.0,0,,,0,1235,209.0,Yes
1368,2023-12-09,12,Saturday,F9,Frontier Airlines,ORD,DFW,07:00,09:30,14.0,34.0,0,,,0,802,158.0,No
1369,2023-02-28,2,Tuesday,AS,Alaska Airlines,PHX,DFW,22:15,00:45,20.0,33.0,0,,,0,868,162.0,No
1370,2023-12-23,12,Saturday,WN,Southwest Airlines,DEN,ORD,21:30,00:10,11.0,9.0,0,,,0,920,162.0,Yes
1371,2023-10-12,10,Thursday,UA,United Airlines,MIA,LAX,15:00,20:55,2.0,-6.0,0,,,0,2757,366.0,Yes
1372,2023-09-12,9,Tuesday,DL,Delta Air Lines,MIA,LAX,11:00,16:55,-7.0,-3.0,0,,,0,2757,347.0,Yes
1373,2023-05-07,5,Sunday,UA,United Airlines,LAX,JFK,16:15,21:45,-7.0,-8.0,0,,,0,2475,328.0,Yes
1374,2023-09-20,9,Wednesday,AS,Alaska Airlines,MIA,LAX,18:45,00:40,17.0,15.0,0,,,0,2757,352.0,Yes
1375,2023-08-22,8,Tuesday,UA,United Airlines,IAH,ORD,16:15,18:55,-8.0,1.0,0,,,0,925,156.0,Yes
1376,2023-06-04,6,Sunday,AA,American Airlines,ATL,ORD,18:45,20:55,21.0,17.0,0,,,0,606,144.0,No
1377,2023-09-16,9,Saturday,DL,Delta Air Lines,BOS,JFK,21:45,22:45,1.0,8.0,0,,,0,187,62.0,Yes
1378,2023-11-24,11,Friday,AS,Alaska Airlines,PHX,DFW,06:30,09:00,1.0,-2.0,0,,,0,868,147.0,Yes
1379,2023-07-11,7,Tuesday,UA,United Airlines,ATL,LAX,07:45,13:00,,-7.0,0,,,0,1946,305.0,Yes
1380,2023-04-16,4,Sunday,DL,Delta Air Lines,DEN,LAX,22:30,01:05,3.0,-9.0,0,,,0,862,170.0,Yes
1381,2023-10-03,10,Tuesday,WN,Southwest Airlines,ATL,DFW,09:30,11:50,5.0,-2.0,0,,,0,732,150.0,Yes
1382,2023-07-15,7,Saturday,B6,JetBlue Airways,ATL,DFW,11:00,13:20,-5.0,3.0,0,,,0,732,153.0,Yes
1383,2023-03-12,3,Sunday,AA,American Airlines,DEN,ORD,20:15,22:55,-1.0,-2.0,0,,,0,920,152.0,Yes
1384,2023-03-04,3,Saturday,WN,Southwest Airlines,IAH,ORD,10:15,12:55,,,1,C,National Air System,0,925,,Cancelled
1385,2023-02-09,2,Thursday,AA,American Airlines,DEN,LAX,10:00,12:35,-5.0,5.0,0,,,0,862,160.0,Yes
1386,2023-09-22,9,Friday,NK,Spirit Airlines,PHX,DFW,08:45,11:15,-6.0,-8.0,0,,,0,868,143.0,Yes
1387,2023-02-25,2,Saturday,WN,Southwest Airlines,ATL,DFW,16:30,18:50,-3.0,-2.0,0,,,0,732,136.0,Yes
1388,2023-07-14,7,Friday,DL,Delta Air Lines,LAS,LAX,21:15,22:20,-6.0,-4.0,0,,,0,236,64.0,Yes
1389,2023-07-13,7,Thursday,WN,Southwest Airlines,BOS,ORD,15:30,18:05,-3.0,-1.0,0,,,0,851,157.0,Yes
1390,2023-08-11,8,Friday,UA,United Airlines,SFO,JFK,19:00,00:40,19.0,29.0,0,,,0,2586,340.0,No
1391,2023-08-24,8,Thursday,AS,Alaska Airlines,MSP,ATL,16:45,19:20,-5.0,5.0,0,,,0,907,145.0,Yes
1392,2023-09-14,9,Thursday,UA,United Airlines,ATL,DFW,16:45,19:05,-2.0,-10.0,0,,,0,732,155.0,Yes
1393,2023-01-18,1,Wednesday,WN,Southwest Airlines,ATL,LAX,13:00,18:15,71.0,71.0,0,,,0,1946,324.0,No
1394,2023-11-22,11,Wednesday,NK,Spirit Airlines,SFO,JFK,21:00,02:40,20.0,40.0,0,,,0,2586,342.0,No
1395,2023-06-26,6,Monday,NK,Spirit Airlines,JFK,MIA,10:00,12:55,14.0,23.0,0,,,0,1090,186.0,No
1396,2023-09-14,9,Thursday,WN,Southwest Airlines,IAH,ORD,14:00,16:40,16.0,18.0,0,,,0,925,169.0,No
1397,2023-05-22,5,Monday,NK,Spirit Airlines,MCO,ATL,17:15,18:55,-5.0,-7.0,0,,,0,404,100.0,Yes
1398,2023-06-28,6,Wednesday,AA,American Airlines,DFW,LAX,14:30,17:45,99.0,102.0,0,,,0,1235,193.0,No
1399,2023-03-05,3,Sunday,F9,Frontier Airlines,ATL,ORD,07:15,09:25,12.0,29.0,0,,,0,606,135.0,No
1400,2023-05-03,5,Wednesday,UA,United Airlines,ORD,DFW,12:30,15:00,25.0,28.0,0,,,0,802,146.0,No
1401,2023-12-11,12,Monday,F9,Frontier Airlines,ORD,DFW,06:30,09:00,2.0,-4.0,0,,,0,802,150.0,Yes
1402,2023-01-21,1,Saturday,AA,American Airlines,LAS,LAX,20:30,21:35,-6.0,-9.0,0,,,0,236,64.0,Yes
1403,2023-10-28,10,Saturday,UA,United Airlines,SEA,SFO,18:00,20:10,,,1,A,Carrier,0,679,,Cancelled
1404,2023-04-16,4,Sunday,UA,United Airlines,ORD,DFW,19:30,22:00,1.0,-12.0,0,,,0,802,155.0,Yes
